id,Title,Content,SKU,"Product Type","Parent Product ID",Color,Size,Species,"Product Attributes","Short Description",Date,"Post Type",Permalink,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (Color)","Attribute Value (Color)","Attribute In Variations (Color)","Attribute Is Visible (Color)","Attribute Is Taxonomy (Color)","Attribute Name (Size)","Attribute Value (Size)","Attribute In Variations (Size)","Attribute Is Visible (Size)","Attribute Is Taxonomy (Size)","Attribute Name (Species)","Attribute Value (Species)","Attribute In Variations (Species)","Attribute Is Visible (Species)","Attribute Is Taxonomy (Species)","Shipping Class","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text","Product visibility","Product categories","Product tags",stock,_subscription_payment_sync_date,price,site-content-layout,site-sidebar-layout,theme-transparent-header-meta,_yoast_wpseo_content_score,iconic-woo-bundled-products_options,_wpas_done_all,_visibility,_wp_old_slug,_wpas_skip_11791529,_file_paths,_low_stock_amount,_yoast_wpseo_title,_yoast_wpseo_primary_product_cat,upc,_upc,_jetpack_dont_email_post_to_subs,_jck_wssv_display_title,iconic_cffv_293_variation_upc,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating","Min Variation Price","Max Variation Price","Min Variation Regular Price","Max Variation Regular Price","Min Variation Sale Price","Max Variation Sale Price"
109,"UDAP - #15SO Magnum Bear Spray With Griz Guard Holster 9.2oz/260g - AKRDY","UDAP Magnum Spray. This product comes with a Griz Guard Attachment. The Griz Guard allows you to attach to pants or clip on other items without the use of a belt. Handy if you need to attach the bear spray to a molle pack or backpack.

General Info (From Manufacturer):

Glow in the dark Safety Clip on 260g &amp; 380g
Range up to 30 feet 9.2oz/260g
(OC) Oleoresin Capsicum - Hot Red Pepper
Powerful dispersion, Shotgun Blast pattern
Manufactured to ISO standards! The highest quality of standards
Works on all bear species
Non-flammable
Zero ozone depletion potential
EPA Registered
Oil-based for Lasting Airborne Disbursement",,external,0,,,,,"UDAP Magnum Spray. This product comes with a Griz Guard Attachment.","2020-05-06 12:00:05",product,https://akrdy.com/?post_type=product&p=109,"$49.99 ","$49.99 "," "," ",,https://www.udap.com/mm5/product/15SO," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_15SO_magnum_grizguard.jpg,udap_15SO_magnum_grizguard.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_15SO_magnum_grizguard.jpg,95,udap_15SO_magnum_grizguard,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_15SO_magnum_grizguard.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-15so-magnum-bear-spray-with-griz-guard-holster-9-2oz-260g-akrdy,,,0,0,open,closed,"2020-05-18 05:30:38",no,no,,no,9.2oz,2in,2in,9.3in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
110,"UDAP - #15HP Magnum Bear Spray w/ Hip holster - AKRDY","UDAP Magnum Spray. This product comes with a Belt loop attachment. This product comes with a hip holster belt loop attachment. You must have a belt to attach this holster or another belt like object.

Physical Characteristics

Glow in the dark Safety Clip on 260g &amp; 380g
High-emission, fire-extinguisher style spray pattern
Liquefied propellant
2Q, outside curl, internally lined, seamless aluminum can
Highly visible fog
Large, rectangular nozzle
High volume Powerful Blast
Each can is batch coded and has an Expiration date of 3 years or longer.",,external,0,,,,,"UDAP Magnum Spray. This product comes with a Belt loop attachment.","2020-05-06 12:00:05",product,https://akrdy.com/?post_type=product&p=110,"$49.99 ","$49.99 "," "," ",,https://www.udap.com/mm5/product/15HP," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,udap_15hp_magnum_hip.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,105,udap_15hp_magnum_hip,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-15hp-magnum-bear-spray-w-hip-holster-akrdy,,,0,0,open,closed,"2020-05-18 05:30:38",no,no,,no,9.2oz,2in,2in,9.3in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
111,"UDAP - #15CP Magnum Bear Spray w/ Chest Holster 9.2oz/260g - AKRDY","UDAP Magnum Spray. This product comes with a Chest Holster, see the sweet picture. Really nice for having spray at the ready and where your hands would be if using binoculars. If your binos are also chest, this would be annoying, or if you have a backpack on might want to stick to the belt loop or griz guard.

Physical Characteristics

Glow in the dark Safety Clip on 260g &amp; 380g
High-emission, fire-extinguisher style spray pattern
Liquefied propellant
2Q, outside curl, internally lined, seamless aluminum can
Highly visible fog
Large, rectangular nozzle
High volume Powerful Blast
Each can is batch coded and has an Expiration date of 3 years or longer.",,external,0,,,,,"UDAP Magnum Spray. This product comes with a Chest Holster, see the sweet picture.","2020-05-06 12:00:06",product,https://akrdy.com/?post_type=product&p=111,"$54.99 ","$54.99 "," "," ",,https://www.udap.com/mm5/product/15CP," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_15cp_magnum_chest.jpg,udap_15cp_magnum_chest.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_15cp_magnum_chest.jpg,104,udap_15cp_magnum_chest,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_15cp_magnum_chest.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-15cp-magnum-bear-spray-w-chest-holster-9-2oz-260g-akrdy,,,0,0,open,closed,"2020-05-18 05:30:37",no,no,,no,9.2oz,2in,2in,9.3in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
112,"UDAP - #18HP Super Magnum Bear Spray with Hip Holster - 380g 13.4oz - AKRDY","UDAP Super Magnum Spray. This product comes with a Hip Holster. Larger can with a longer throw. Sprays 35ft. You trade the extra weight for the extra distance, which is not a bad tradeoff.

(From The Manufacturer):
Continuous Spray Time: Approximately 7 Seconds (Note: Hits the bear harder! Super Magnum empties faster than the competitors smallest canister of bear spray.) Introducing the largest bear deterrent registered by the EPA

Largest Canister Available at 13.4oz or 380g
Furthest Spray Distance at 35 feet
Hottest Bear Spray Formula Available at 2.0% CRC
Highest Amount of Spray Volume

Unlike other brands that spray a slower forming narrow fog of bear pepper spray, UDAP Pepper Power® Bear Spray deploys a high volume powerful blast of highly concentrated pepper spray in a dense fog – covering a broader area in a much shorter period of time.",,external,0,,,,,"UDAP Super Magnum Spray. This product comes with a Hip Holster.","2020-05-06 12:00:06",product,https://akrdy.com/?post_type=product&p=112,"$59.99 ","$59.99 "," "," ",,https://www.udap.com/mm5/product/18HP," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,udap_15hp_magnum_hip.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,105,udap_15hp_magnum_hip,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_15hp_magnum_hip.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,"a:7:{s:13:""price_display"";s:0:"""";s:12:""bundle_price"";s:0:"""";s:15:""add_all_to_cart"";s:2:""no"";s:14:""fixed_discount"";s:0:"""";s:16:""hide_add_to_cart"";s:2:""no"";s:8:""hide_qty"";s:2:""no"";s:11:""hide_prices"";s:2:""no"";}",,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-18hp-super-magnum-bear-spray-with-hip-holster-380g-13-4oz-akrdy,,,0,0,open,closed,"2020-05-18 05:30:37",no,no,,no,13.4oz,3in,3in,9.5in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
113,"UDAP - #18CP Super Magnum Bear Spray with Chest Holster 13.4oz-380g - AKRDY","UDAP Super Magnum Spray. This product comes with a Chest Holster. Really nice for having spray at the ready and where your hands would be if using binoculars. If your binos are also chest, this would be annoying, or if you have a backpack on might want to stick to the belt loop or griz guard. Larger can with a longer throw. Sprays 35ft. You trade the extra weight for the extra distance, which is not a bad tradeoff.

(From The Manufacturer):
Continuous Spray Time: Approximately 7 Seconds (Note: Hits the bear harder! Super Magnum empties faster than the competitors smallest canister of bear spray.) Introducing the largest bear deterrent registered by the EPA

Largest Canister Available at 13.4oz or 380g
Furthest Spray Distance at 35 feet
Hottest Bear Spray Formula Available at 2.0% CRC
Highest Amount of Spray Volume

Unlike other brands that spray a slower forming narrow fog of bear pepper spray, UDAP Pepper Power® Bear Spray deploys a high volume powerful blast of highly concentrated pepper spray in a dense fog – covering a broader area in a much shorter period of time.",,external,0,,,,,"UDAP Super Magnum Spray. This product comes with a Chest Holster.","2020-05-06 12:00:06",product,https://akrdy.com/?post_type=product&p=113,"$64.99 ","$64.99 "," "," ",,https://www.udap.com/mm5/product/18CP," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_supermagnum_chest.jpg,udap_supermagnum_chest.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_supermagnum_chest.jpg,117,udap_supermagnum_chest,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_supermagnum_chest.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-18cp-super-magnum-bear-spray-with-chest-holster-13-4oz-380g-akrdy,,,0,0,open,closed,"2020-05-18 05:30:37",no,no,,no,13.4oz,3in,3in,9.5in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
114,"UDAP - #12 Bear Spray 7.9oz/225G - AKRDY","UDAP Safety Spray - Original - If you will. Can Only.

(From the Manufacturer)

General Info:

Range up to 30 feet 7.9oz/225g
(OC) Oleoresin Capsicum - Hot Red Pepper
Powerful dispersion, Shotgun Blast pattern
Manufactured to ISO standards! The highest quality of standards
Works on all bear species
Non-flammable
Zero ozone depletion potential
EPA Registered
Oil-based for Lasting Airborne Disbursement

Produced by a grizzly bear attack survivor!

Physical Characteristics:

High-emission, fire-extinguisher style spray pattern
Liquefied propellant
2Q, outside curl, internally lined, seamless aluminum can
Highly visible fog
Large, rectangular nozzle
High volume Powerful Blast
Each can is batch coded and has an Expiration date of 3 years or longer.

Unlike other brands that spray a slower forming narrow fog of bear pepper spray, UDAP Pepper Power® Bear Spray deploys a high volume powerful blast of highly concentrated pepper spray in a dense fog – covering a broader area in a much shorter period of time.",,external,0,,,,,"UDAP Safety Spray - Original - If you will.","2020-05-06 12:00:07",product,https://akrdy.com/?post_type=product&p=114,"$39.99 ","$39.99 "," "," ",,https://www.udap.com/mm5/product/12," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap1.jpg,udap1.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap1.jpg,149,udap1,,,,https://akrdy.com/wp-content/uploads/2020/05/udap1.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,60,"a:7:{s:13:""price_display"";s:0:"""";s:12:""bundle_price"";s:0:"""";s:15:""add_all_to_cart"";s:2:""no"";s:14:""fixed_discount"";s:0:"""";s:16:""hide_add_to_cart"";s:2:""no"";s:8:""hide_qty"";s:2:""no"";s:11:""hide_prices"";s:2:""no"";}",,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-12-bear-spray-7-9oz-225g-akrdy,,,0,0,open,closed,"2020-05-18 05:30:36",no,no,,no,7.9oz,2in,2in,8.5in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
115,"UDAP - #15 Magnum Bear Spray 9.2oz/260g - AKRDY","UDAP Magnum Spray, Can Only.",,external,0,,,,,"UDAP Magnum Spray. Can Only","2020-05-06 12:00:07",product,https://akrdy.com/?post_type=product&p=115,"$44.99 ","$44.99 "," "," ",,https://www.udap.com/mm5/product/15," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_magnum_canonly.jpg,udap_magnum_canonly.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_magnum_canonly.jpg,96,udap_magnum_canonly,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_magnum_canonly.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,60,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-15-magnum-bear-spray-9-2oz-260g-akrdy,,,0,0,open,closed,"2020-05-18 05:30:36",no,no,,no,9.2oz,2in,2in,9.3in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
116,"UDAP - #18 Super Magnum Bear Spray 13.4oz -380g (Can Only) - AKRDY","UDAP Super Magnum Spray, Can Only. Larger can with a longer throw. Sprays 35ft. You trade the extra weight for the extra distance, which is not a bad tradeoff.",,external,0,,,,,"UDAP Super Magnum Spray, Can Only.","2020-05-06 12:00:07",product,https://akrdy.com/?post_type=product&p=116,"$54.99 ","$54.99 "," "," ",,https://www.udap.com/mm5/product/18," ",Color,,no,no,no,Size,,no,no,no,Species,,no,no,no,,https://akrdy.com/wp-content/uploads/2020/05/udap_superMagnumcanonly.jpg,udap_superMagnumcanonly.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/udap_superMagnumcanonly.jpg,98,udap_superMagnum)canonly,,,,https://akrdy.com/wp-content/uploads/2020/05/udap_superMagnumcanonly.jpg,,,,,,,,,visible,Preparedness,"Black Bear|Brown Bear|Camping|Fishing|Grizzly Bear|Hiking|Hunting"," | ","s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";"," | ",default,default,default,90,,,,,,,,,,,,,,,draft,2,2to10,2to10@akrdy.com,Christopher,Jones,udap-18-super-magnum-bear-spray-13-4oz-380g-can-only-akrdy,,,0,0,open,closed,"2020-05-18 05:30:35",no,no,,no,13.4oz,3in,3in,9.5in,,,no,no,,,,,-1,-1,,"Buy From UDAP",,,,,,4.1.0,,,0,0,,,,,,
169,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",,variable,0,,,,"a:1:{s:5:""color"";a:6:{s:4:""name"";s:5:""Color"";s:5:""value"";s:51:""Red | Orange | Pink | Black | Blue | Yellow | D-Fly"";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""0"";}}",,"2020-05-13 04:14:24",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/,4.5,,,instock,,,0,Color,,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_all.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_dfly-1.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_blue-2.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_black-3.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_orange-4.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_pink.jpg|https://akrdy.com/wp-content/uploads/2020/05/matsu_yellow-1.jpg,matsu_all.jpg|matsu_dfly-1.jpg|matsu_blue-2.jpg|matsu_black-3.jpg|matsu_orange-4.jpg|matsu_pink.jpg|matsu_yellow-1.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_all.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_dfly-1.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_blue-2.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_black-3.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_orange-4.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_pink.jpg|/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_yellow-1.jpg,133|141|139|136|124|128|129,"matsu_all|matsu_dfly (1)|matsu_blue (2)|matsu_black (3)|matsu_orange (4)|matsu_pink|matsu_yellow (1)",||||||,||||||,||||||,https://akrdy.com/wp-content/uploads/2020/05/matsu_all.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",,,,default,default,default,90,"a:7:{s:13:""price_display"";s:0:"""";s:12:""bundle_price"";s:0:"""";s:15:""add_all_to_cart"";s:2:""no"";s:14:""fixed_discount"";s:0:"""";s:16:""hide_add_to_cart"";s:2:""no"";s:8:""hide_qty"";s:2:""no"";s:11:""hide_prices"";s:2:""no"";}",,,,,,,,42,,field_5ece0df0e3509,,,,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,0,0,open,closed,"2020-06-14 03:03:59",no,no,,no,0.06,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,"141,139,136,124,128,129",,4.2.0,,,0,0,,,,,,
170,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TOrange,variable,169,Orange,,,,,"2020-05-13 04:15:08",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=Orange,4.5,5.25,4.5,outofstock,0,,0,Color,Orange,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_orange-2.jpg,matsu_orange-2.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_orange-2.jpg,123,"matsu_orange (2)",,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_orange-2.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-red,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572494,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,2,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color Orange",,0,0,,,,,,
171,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TPink,variable,169,Pink,,,,,"2020-05-13 04:15:08",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=Pink,4.5,5.25,4.5,instock,3,,0,Color,Pink,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_pink-3.jpg,matsu_pink-3.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_pink-3.jpg,127,"matsu_pink (3)",,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_pink-3.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-pink,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572791,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,3,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color Pink",,0,0,,,,,,
172,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TBlack,variable,169,Black,,,,,"2020-05-13 04:15:08",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=Black,4.5,5.25,4.5,instock,3,,0,Color,Black,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_black-5.jpg,matsu_black-5.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_black-5.jpg,137,"matsu_black (5)",,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_black-5.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-black,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572524,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,4,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color Black",,0,0,,,,,,
173,"Columbia River Tackle - MatSu Spinners Size 5 - Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY","Salmon Lures made in Alaska for Alaskan Salmon: Darker colors for Kings (Chinook) and Lighter Colors for Silver (Coho) Salmon. The size 5 treble hook is great for various sizes of fish. The added hoochie on the hook seals the deal for the fish. Destroy the salmon this year with these versatile lures. Made by Columbia River Tackle.",MS5TBlue,variable,169,Blue,,,,,"2020-05-13 04:15:08",product,https://akrdy.com/product/matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy/?attribute_color=Blue,4.5,5.25,4.5,instock,2,,0,Color,Blue,yes,yes,no,Size,,no,no,no,Species,,no,no,no,"Lures Hooks",https://akrdy.com/wp-content/uploads/2020/05/matsu_blue.jpg,matsu_blue.jpg,/chroot/home/a100bb6c/akrdy.com/html/wp-content/uploads/2020/05/matsu_blue.jpg,140,matsu_blue,,,,https://akrdy.com/wp-content/uploads/2020/05/matsu_blue.jpg,,,,,,,,,visible,"Fishing>Salmon Lures","Eklutna|Hoochie|King Salmon|Little Su|Salmon|Ship Creek|Silver Salmon|TailRace",9,"s:36:""a:2:{s:3:""day"";i:0;s:5:""month"";i:0;}"";",4.25,,,,,,,"a:1:{i:0;s:6:""hidden"";}",matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy-blue,,,,,,,,,"Columbia River Tackle - MatSu Spinners Size 5 - Red, Orange, Blue, Black, Pink, Yellow, D-Fly - AKRDY",046708572517,publish,1,admin,christopherjones2621@gmail.com,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,,,matsu-spinners-size-5-red-blue-black-pink-yellow-d-fly-akrdy,5,open,closed,"2020-06-14 03:03:58",no,no,,no,0.06,5.75,1,0.75,,,no,yes,,,,,-1,-1,,,no,,,,,4.2.0,"Columbia River Tackle MatSu Spinner Size 5 Color Blue",,0,0,,,,,,
